PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Potatoes,0.86,21.3,"=ROUND(B20330*C20330,2)"
Tomatoes,3.16,17.6,"=ROUND(B20331*C20331,2)"
Carrots,1.26,8.6,"=ROUND(B20332*C20332,2)"
Asparagus,2.49,11.4,"=ROUND(B20333*C20333,2)"
Avocados,3.23,8.700000000000001,"=ROUND(B20334*C20334,2)"
Parsnips,2.27,14.6,"=ROUND(B20335*C20335,2)"
Tomatoes,3.16,10.9,"=ROUND(B20336*C20336,2)"
Yellow peppers,2.87,38.3,"=ROUND(B20337*C20337,2)"
Green cabbage,0.8,20.5,"=ROUND(B20338*C20338,2)"
Brussels sprouts,1.65,26.9,"=ROUND(B20339*C20339,2)"
Lettuce,1.88,38,"=ROUND(B20340*C20340,2)"
Coconuts,1.18,8.3,"=ROUND(B20341*C20341,2)"
Celery,1.19,32.1,"=ROUND(B20342*C20342,2)"
Red onion,0.78,35.2,"=ROUND(B20343*C20343,2)"
Coconuts,1.18,32,"=ROUND(B20344*C20344,2)"
Lime,1.06,28.8,"=ROUND(B20345*C20345,2)"
Red onion,0.78,18.6,"=ROUND(B20346*C20346,2)"
Tomatoes,3.16,37.8,"=ROUND(B20347*C20347,2)"
Bok choy,1.42,21.2,"=ROUND(B20348*C20348,2)"
Yellow peppers,2.87,12.1,"=ROUND(B20349*C20349,2)"
Green peppers,1.89,1.7,"=ROUND(B20350*C20350,2)"
Grapefruit,0.76,34.9,"=ROUND(B20351*C20351,2)"
Butternut squash,1.28,35.7,"=ROUND(B20352*C20352,2)"
Green cabbage,0.8,24,"=ROUND(B20353*C20353,2)"
Carrots,1.26,21.9,"=ROUND(B20354*C20354,2)"
Bok choy,1.42,26.2,"=ROUND(B20355*C20355,2)"
Butternut squash,1.28,24.9,"=ROUND(B20356*C20356,2)"
Cherries,9.5,2.4,"=ROUND(B20357*C20357,2)"
Garlic,3.07,35.7,"=ROUND(B20358*C20358,2)"
Green beans,2.52,35.4,"=ROUND(B20359*C20359,2)"
Watermelon,0.66,2.2,"=ROUND(B20360*C20360,2)"
Beets,1.51,18.8,"=ROUND(B20361*C20361,2)"
Carrots,1.26,33.4,"=ROUND(B20362*C20362,2)"
Watermelon,0.66,20.7,"=ROUND(B20363*C20363,2)"
Papaya,1.34,21.1,"=ROUND(B20364*C20364,2)"
Cucumber,1.07,34.9,"=ROUND(B20365*C20365,2)"
Cucumber,1.07,5,"=ROUND(B20366*C20366,2)"
Eggplant,2.32,4.3,"=ROUND(B20367*C20367,2)"
Brussels sprouts,1.65,37.4,"=ROUND(B20368*C20368,2)"
Red onion,0.78,16.8,"=ROUND(B20369*C20369,2)"
Okra,2.26,0.6000000000000001,"=ROUND(B20370*C20370,2)"
Lime,1.06,6.300000000000001,"=ROUND(B20371*C20371,2)"
Orange,1.09,13.9,"=ROUND(B20372*C20372,2)"
Avocados,3.23,37.5,"=ROUND(B20373*C20373,2)"
Parsnips,2.27,12.4,"=ROUND(B20374*C20374,2)"
Green cabbage,0.8,22.1,"=ROUND(B20375*C20375,2)"
Avocados,3.23,24.2,"=ROUND(B20376*C20376,2)"
Daikon,1.4,12.9,"=ROUND(B20377*C20377,2)"
Red onion,0.78,10.9,"=ROUND(B20378*C20378,2)"
Beets,1.51,11.5,"=ROUND(B20379*C20379,2)"
Corn,1.07,3.7,"=ROUND(B20380*C20380,2)"
Grapes,2.63,21,"=ROUND(B20381*C20381,2)"
Beets,1.51,32,"=ROUND(B20382*C20382,2)"
Brussels sprouts,1.65,2.4,"=ROUND(B20383*C20383,2)"
Butternut squash,1.28,23.5,"=ROUND(B20384*C20384,2)"
Tomatoes,3.16,12.9,"=ROUND(B20385*C20385,2)"
Lettuce,1.88,12.4,"=ROUND(B20386*C20386,2)"
Coconuts,1.18,2.6,"=ROUND(B20387*C20387,2)"
Lettuce,1.88,7.7,"=ROUND(B20388*C20388,2)"
Apricots,3.71,12,"=ROUND(B20389*C20389,2)"
Tomatoes,3.16,38.90000000000001,"=ROUND(B20390*C20390,2)"
Celery,1.19,20.7,"=ROUND(B20391*C20391,2)"
Lime,1.06,11.6,"=ROUND(B20392*C20392,2)"
Corn,1.07,14.4,"=ROUND(B20393*C20393,2)"
Strawberries,4.4,25.8,"=ROUND(B20394*C20394,2)"
Lemon,1.27,17.3,"=ROUND(B20395*C20395,2)"
Apricots,3.71,11.6,"=ROUND(B20396*C20396,2)"
Brussels sprouts,1.65,14.2,"=ROUND(B20397*C20397,2)"
Apples,1.88,22.4,"=ROUND(B20398*C20398,2)"
Apples,1.88,10.5,"=ROUND(B20399*C20399,2)"
Butternut squash,1.28,32.5,"=ROUND(B20400*C20400,2)"
Daikon,1.4,21.4,"=ROUND(B20401*C20401,2)"
Green peppers,1.89,28.1,"=ROUND(B20402*C20402,2)"
Bok choy,1.42,12.7,"=ROUND(B20403*C20403,2)"
Grapefruit,0.76,12.7,"=ROUND(B20404*C20404,2)"
Lemon,1.27,1,"=ROUND(B20405*C20405,2)"
Grapes,2.63,4.9,"=ROUND(B20406*C20406,2)"
Fava beans,2.69,13.3,"=ROUND(B20407*C20407,2)"
Grapefruit,0.76,3.9,"=ROUND(B20408*C20408,2)"
Green beans,2.52,9.3,"=ROUND(B20409*C20409,2)"
Corn,1.07,23.2,"=ROUND(B20410*C20410,2)"
Potatoes,0.86,9,"=ROUND(B20411*C20411,2)"
Okra,2.26,37.2,"=ROUND(B20412*C20412,2)"
Lettuce,1.88,23.3,"=ROUND(B20413*C20413,2)"
Butternut squash,1.28,5.300000000000001,"=ROUND(B20414*C20414,2)"
Ginger,5.13,34.1,"=ROUND(B20415*C20415,2)"
Butternut squash,1.28,10.8,"=ROUND(B20416*C20416,2)"
Lime,1.06,24,"=ROUND(B20417*C20417,2)"
Butternut squash,1.28,16.8,"=ROUND(B20418*C20418,2)"
Lettuce,1.88,8.1,"=ROUND(B20419*C20419,2)"
Red onion,0.78,4.7,"=ROUND(B20420*C20420,2)"
Green beans,2.52,3.3,"=ROUND(B20421*C20421,2)"
Bok choy,1.42,7.7,"=ROUND(B20422*C20422,2)"
Green cabbage,0.8,21.3,"=ROUND(B20423*C20423,2)"
Lemon,1.27,16.6,"=ROUND(B20424*C20424,2)"
Potatoes,0.86,30.8,"=ROUND(B20425*C20425,2)"
Apples,1.88,32.6,"=ROUND(B20426*C20426,2)"
Lettuce,1.88,9.3,"=ROUND(B20427*C20427,2)"
Brussels sprouts,1.65,18.5,"=ROUND(B20428*C20428,2)"
Bok choy,1.42,10.7,"=ROUND(B20429*C20429,2)"
Strawberries,4.4,21.1,"=ROUND(B20430*C20430,2)"
Celery,1.19,34.6,"=ROUND(B20431*C20431,2)"
Coconuts,1.18,17.4,"=ROUND(B20432*C20432,2)"
Cucumber,1.07,26.2,"=ROUND(B20433*C20433,2)"
Bok choy,1.42,19,"=ROUND(B20434*C20434,2)"
Apricots,3.71,24.9,"=ROUND(B20435*C20435,2)"
Daikon,1.4,39.90000000000001,"=ROUND(B20436*C20436,2)"
Bananas,0.86,17.1,"=ROUND(B20437*C20437,2)"
Brussels sprouts,1.65,26.7,"=ROUND(B20438*C20438,2)"
Lettuce,1.88,24.5,"=ROUND(B20439*C20439,2)"
Kale,5.02,30.2,"=ROUND(B20440*C20440,2)"
Papaya,1.34,24.4,"=ROUND(B20441*C20441,2)"
Eggplant,2.32,18.6,"=ROUND(B20442*C20442,2)"
Papaya,1.34,14.7,"=ROUND(B20443*C20443,2)"
Lemon,1.27,14,"=ROUND(B20444*C20444,2)"
Papaya,1.34,32.8,"=ROUND(B20445*C20445,2)"
Cucumber,1.07,32.8,"=ROUND(B20446*C20446,2)"
Spinach,4.12,23.6,"=ROUND(B20447*C20447,2)"
Daikon,1.4,22,"=ROUND(B20448*C20448,2)"
Lemon,1.27,21.9,"=ROUND(B20449*C20449,2)"
Daikon,1.4,7.600000000000001,"=ROUND(B20450*C20450,2)"
Beets,1.51,33.5,"=ROUND(B20451*C20451,2)"
Green peppers,1.89,36.4,"=ROUND(B20452*C20452,2)"
Cucumber,1.07,4.5,"=ROUND(B20453*C20453,2)"
Apples,1.88,31.9,"=ROUND(B20454*C20454,2)"
Daikon,1.4,8.700000000000001,"=ROUND(B20455*C20455,2)"
Yellow peppers,2.87,18.1,"=ROUND(B20456*C20456,2)"
Carrots,1.26,7.100000000000001,"=ROUND(B20457*C20457,2)"
Carrots,1.26,7.7,"=ROUND(B20458*C20458,2)"
Green cabbage,0.8,7.7,"=ROUND(B20459*C20459,2)"
Cherries,9.5,3.4,"=ROUND(B20460*C20460,2)"
Corn,1.07,21,"=ROUND(B20461*C20461,2)"
Coconuts,1.18,38.2,"=ROUND(B20462*C20462,2)"
Eggplant,2.32,13,"=ROUND(B20463*C20463,2)"
Asparagus,2.49,37.5,"=ROUND(B20464*C20464,2)"
Kale,5.02,4.5,"=ROUND(B20465*C20465,2)"
Cucumber,1.07,38.3,"=ROUND(B20466*C20466,2)"
Green peppers,1.89,32.9,"=ROUND(B20467*C20467,2)"
Corn,1.07,7.300000000000001,"=ROUND(B20468*C20468,2)"
Strawberries,4.4,24,"=ROUND(B20469*C20469,2)"
Yellow peppers,2.87,20.8,"=ROUND(B20470*C20470,2)"
Kale,5.02,16.1,"=ROUND(B20471*C20471,2)"
Bok choy,1.42,7.300000000000001,"=ROUND(B20472*C20472,2)"
Grapefruit,0.76,39,"=ROUND(B20473*C20473,2)"
Yellow peppers,2.87,33,"=ROUND(B20474*C20474,2)"
Daikon,1.4,17.9,"=ROUND(B20475*C20475,2)"
Avocados,3.23,35.8,"=ROUND(B20476*C20476,2)"
Corn,1.07,15.3,"=ROUND(B20477*C20477,2)"
Lime,1.06,15.6,"=ROUND(B20478*C20478,2)"
Kale,5.02,1.1,"=ROUND(B20479*C20479,2)"
Butternut squash,1.28,2.8,"=ROUND(B20480*C20480,2)"
Eggplant,2.32,3.3,"=ROUND(B20481*C20481,2)"
Cherries,9.5,37.6,"=ROUND(B20482*C20482,2)"
Yellow peppers,2.87,15.8,"=ROUND(B20483*C20483,2)"
Lime,1.06,28.8,"=ROUND(B20484*C20484,2)"
Lemon,1.27,7.2,"=ROUND(B20485*C20485,2)"
Green cabbage,0.8,29.9,"=ROUND(B20486*C20486,2)"
Papaya,1.34,3.5,"=ROUND(B20487*C20487,2)"
Coconuts,1.18,31.3,"=ROUND(B20488*C20488,2)"
Butternut squash,1.28,27.9,"=ROUND(B20489*C20489,2)"
Apricots,3.71,11.9,"=ROUND(B20490*C20490,2)"
Green cabbage,0.8,15.2,"=ROUND(B20491*C20491,2)"
Bok choy,1.42,16,"=ROUND(B20492*C20492,2)"
Bok choy,1.42,22.9,"=ROUND(B20493*C20493,2)"
Okra,2.26,13.1,"=ROUND(B20494*C20494,2)"
Fava beans,2.69,2.2,"=ROUND(B20495*C20495,2)"
Asparagus,2.49,9.600000000000001,"=ROUND(B20496*C20496,2)"
Carrots,1.26,16.1,"=ROUND(B20497*C20497,2)"
Green peppers,1.89,16.2,"=ROUND(B20498*C20498,2)"
Kale,5.02,27.9,"=ROUND(B20499*C20499,2)"
Cucumber,1.07,4.9,"=ROUND(B20500*C20500,2)"
Corn,1.07,37.6,"=ROUND(B20501*C20501,2)"
Potatoes,0.86,26.6,"=ROUND(B20502*C20502,2)"
Grapes,2.63,38.2,"=ROUND(B20503*C20503,2)"
Brussels sprouts,1.65,16.5,"=ROUND(B20504*C20504,2)"
Bananas,0.86,7.2,"=ROUND(B20505*C20505,2)"
Parsnips,2.27,27.9,"=ROUND(B20506*C20506,2)"
Lettuce,1.88,10.1,"=ROUND(B20507*C20507,2)"
Bananas,0.86,19.6,"=ROUND(B20508*C20508,2)"
Ginger,5.13,32.8,"=ROUND(B20509*C20509,2)"
Coconuts,1.18,30.1,"=ROUND(B20510*C20510,2)"
Eggplant,2.32,34.8,"=ROUND(B20511*C20511,2)"
Spinach,4.12,35.4,"=ROUND(B20512*C20512,2)"
Lettuce,1.88,14.1,"=ROUND(B20513*C20513,2)"
Spinach,4.12,27.8,"=ROUND(B20514*C20514,2)"
Potatoes,0.86,21.3,"=ROUND(B20515*C20515,2)"
Kale,5.02,3.9,"=ROUND(B20516*C20516,2)"
Apples,1.88,5.800000000000001,"=ROUND(B20517*C20517,2)"
Spinach,4.12,14,"=ROUND(B20518*C20518,2)"
Asparagus,2.49,27.8,"=ROUND(B20519*C20519,2)"
Fava beans,2.69,22.2,"=ROUND(B20520*C20520,2)"
Coconuts,1.18,32.1,"=ROUND(B20521*C20521,2)"
Garlic,3.07,24.5,"=ROUND(B20522*C20522,2)"
Red onion,0.78,5.9,"=ROUND(B20523*C20523,2)"
Carrots,1.26,27.5,"=ROUND(B20524*C20524,2)"
Bananas,0.86,38,"=ROUND(B20525*C20525,2)"
Lime,1.06,16.9,"=ROUND(B20526*C20526,2)"
Fava beans,2.69,8.5,"=ROUND(B20527*C20527,2)"
Grapefruit,0.76,16.4,"=ROUND(B20528*C20528,2)"
Yellow peppers,2.87,19.2,"=ROUND(B20529*C20529,2)"
Lettuce,1.88,0.6000000000000001,"=ROUND(B20530*C20530,2)"
Grapefruit,0.76,29.1,"=ROUND(B20531*C20531,2)"
Beets,1.51,30.8,"=ROUND(B20532*C20532,2)"
Apricots,3.71,27.8,"=ROUND(B20533*C20533,2)"
Carrots,1.26,24.9,"=ROUND(B20534*C20534,2)"
Lettuce,1.88,35.8,"=ROUND(B20535*C20535,2)"
Asparagus,2.49,14.6,"=ROUND(B20536*C20536,2)"
Green peppers,1.89,32.9,"=ROUND(B20537*C20537,2)"
Kale,5.02,21.2,"=ROUND(B20538*C20538,2)"
Corn,1.07,5,"=ROUND(B20539*C20539,2)"
Corn,1.07,13.1,"=ROUND(B20540*C20540,2)"
Orange,1.09,7.4,"=ROUND(B20541*C20541,2)"
Apples,1.88,21.7,"=ROUND(B20542*C20542,2)"
Cherries,9.5,18.6,"=ROUND(B20543*C20543,2)"
Eggplant,2.32,20.8,"=ROUND(B20544*C20544,2)"
Brussels sprouts,1.65,4.100000000000001,"=ROUND(B20545*C20545,2)"
Avocados,3.23,17.3,"=ROUND(B20546*C20546,2)"
Red onion,0.78,6.300000000000001,"=ROUND(B20547*C20547,2)"
Asparagus,2.49,26.7,"=ROUND(B20548*C20548,2)"
Grapes,2.63,5.300000000000001,"=ROUND(B20549*C20549,2)"
Kale,5.02,20.1,"=ROUND(B20550*C20550,2)"
Avocados,3.23,25.3,"=ROUND(B20551*C20551,2)"
Butternut squash,1.28,22.4,"=ROUND(B20552*C20552,2)"
Okra,2.26,12.5,"=ROUND(B20553*C20553,2)"
Asparagus,2.49,30,"=ROUND(B20554*C20554,2)"
Beets,1.51,20.3,"=ROUND(B20555*C20555,2)"
Watermelon,0.66,9.3,"=ROUND(B20556*C20556,2)"
Eggplant,2.32,17.7,"=ROUND(B20557*C20557,2)"
Tomatoes,3.16,4.4,"=ROUND(B20558*C20558,2)"
Spinach,4.12,36.7,"=ROUND(B20559*C20559,2)"
Ginger,5.13,32,"=ROUND(B20560*C20560,2)"
Beets,1.51,36.1,"=ROUND(B20561*C20561,2)"
Tomatoes,3.16,35.7,"=ROUND(B20562*C20562,2)"
Avocados,3.23,8.700000000000001,"=ROUND(B20563*C20563,2)"
Asparagus,2.49,26.3,"=ROUND(B20564*C20564,2)"
Apricots,3.71,3.8,"=ROUND(B20565*C20565,2)"
Eggplant,2.32,20.4,"=ROUND(B20566*C20566,2)"
Watermelon,0.66,21.7,"=ROUND(B20567*C20567,2)"
Bok choy,1.42,20.6,"=ROUND(B20568*C20568,2)"
Cucumber,1.07,19.1,"=ROUND(B20569*C20569,2)"
Papaya,1.34,7.600000000000001,"=ROUND(B20570*C20570,2)"
Watermelon,0.66,10.3,"=ROUND(B20571*C20571,2)"
Okra,2.26,34.4,"=ROUND(B20572*C20572,2)"
Grapes,2.63,22.9,"=ROUND(B20573*C20573,2)"
Grapes,2.63,15.6,"=ROUND(B20574*C20574,2)"
Kale,5.02,36.3,"=ROUND(B20575*C20575,2)"
Celery,1.19,17.2,"=ROUND(B20576*C20576,2)"
Cucumber,1.07,27.2,"=ROUND(B20577*C20577,2)"
Lime,1.06,35.5,"=ROUND(B20578*C20578,2)"
Celery,1.19,14.9,"=ROUND(B20579*C20579,2)"
Coconuts,1.18,33.1,"=ROUND(B20580*C20580,2)"
Beets,1.51,39.5,"=ROUND(B20581*C20581,2)"
Apples,1.88,19.8,"=ROUND(B20582*C20582,2)"
Bok choy,1.42,17.3,"=ROUND(B20583*C20583,2)"
Apricots,3.71,26,"=ROUND(B20584*C20584,2)"
Garlic,3.07,10.6,"=ROUND(B20585*C20585,2)"
Beets,1.51,29.8,"=ROUND(B20586*C20586,2)"
Ginger,5.13,35.8,"=ROUND(B20587*C20587,2)"
Tomatoes,3.16,38.1,"=ROUND(B20588*C20588,2)"
Cherries,9.5,39,"=ROUND(B20589*C20589,2)"
Eggplant,2.32,21.8,"=ROUND(B20590*C20590,2)"
Grapes,2.63,6.600000000000001,"=ROUND(B20591*C20591,2)"
Lime,1.06,38.7,"=ROUND(B20592*C20592,2)"
Grapefruit,0.76,1.5,"=ROUND(B20593*C20593,2)"
Cucumber,1.07,11,"=ROUND(B20594*C20594,2)"
Fava beans,2.69,1.4,"=ROUND(B20595*C20595,2)"
Celery,1.19,12.9,"=ROUND(B20596*C20596,2)"
Apricots,3.71,38.40000000000001,"=ROUND(B20597*C20597,2)"
Lemon,1.27,26,"=ROUND(B20598*C20598,2)"
Lettuce,1.88,24.9,"=ROUND(B20599*C20599,2)"
Apricots,3.71,34.2,"=ROUND(B20600*C20600,2)"
Tomatoes,3.16,36,"=ROUND(B20601*C20601,2)"
Apricots,3.71,36.2,"=ROUND(B20602*C20602,2)"
Cherries,9.5,20.5,"=ROUND(B20603*C20603,2)"
Yellow peppers,2.87,0.5,"=ROUND(B20604*C20604,2)"
Coconuts,1.18,6.9,"=ROUND(B20605*C20605,2)"
Apricots,3.71,15,"=ROUND(B20606*C20606,2)"
Avocados,3.23,20.6,"=ROUND(B20607*C20607,2)"
Orange,1.09,28,"=ROUND(B20608*C20608,2)"
Daikon,1.4,22.8,"=ROUND(B20609*C20609,2)"
Potatoes,0.86,35.9,"=ROUND(B20610*C20610,2)"
Bananas,0.86,32,"=ROUND(B20611*C20611,2)"
Watermelon,0.66,15.4,"=ROUND(B20612*C20612,2)"
Red onion,0.78,29,"=ROUND(B20613*C20613,2)"
Lettuce,1.88,18.8,"=ROUND(B20614*C20614,2)"
Ginger,5.13,12.4,"=ROUND(B20615*C20615,2)"
Red onion,0.78,30.9,"=ROUND(B20616*C20616,2)"
Yellow peppers,2.87,33.4,"=ROUND(B20617*C20617,2)"
Celery,1.19,3.1,"=ROUND(B20618*C20618,2)"
Green cabbage,0.8,33.3,"=ROUND(B20619*C20619,2)"
Beets,1.51,24,"=ROUND(B20620*C20620,2)"
Grapes,2.63,14.4,"=ROUND(B20621*C20621,2)"
Watermelon,0.66,30.8,"=ROUND(B20622*C20622,2)"
Beets,1.51,17.3,"=ROUND(B20623*C20623,2)"
Lime,1.06,7.100000000000001,"=ROUND(B20624*C20624,2)"
Red onion,0.78,3,"=ROUND(B20625*C20625,2)"
Grapefruit,0.76,36.1,"=ROUND(B20626*C20626,2)"
Parsnips,2.27,16.2,"=ROUND(B20627*C20627,2)"
Green peppers,1.89,4.5,"=ROUND(B20628*C20628,2)"
Okra,2.26,14.4,"=ROUND(B20629*C20629,2)"
Grapes,2.63,15.1,"=ROUND(B20630*C20630,2)"
Watermelon,0.66,29.2,"=ROUND(B20631*C20631,2)"
Celery,1.19,10.2,"=ROUND(B20632*C20632,2)"
Parsnips,2.27,9.1,"=ROUND(B20633*C20633,2)"
Parsnips,2.27,5,"=ROUND(B20634*C20634,2)"
Cucumber,1.07,24.2,"=ROUND(B20635*C20635,2)"
Grapes,2.63,8.9,"=ROUND(B20636*C20636,2)"
Corn,1.07,38.8,"=ROUND(B20637*C20637,2)"
Potatoes,0.86,40,"=ROUND(B20638*C20638,2)"
Lime,1.06,8.6,"=ROUND(B20639*C20639,2)"
Grapefruit,0.76,6.600000000000001,"=ROUND(B20640*C20640,2)"
Watermelon,0.66,26.2,"=ROUND(B20641*C20641,2)"
Lemon,1.27,20.2,"=ROUND(B20642*C20642,2)"
Red onion,0.78,17.4,"=ROUND(B20643*C20643,2)"
Bok choy,1.42,26.3,"=ROUND(B20644*C20644,2)"
Grapefruit,0.76,35.4,"=ROUND(B20645*C20645,2)"
Cucumber,1.07,19.4,"=ROUND(B20646*C20646,2)"
Lemon,1.27,17.7,"=ROUND(B20647*C20647,2)"
Okra,2.26,37.8,"=ROUND(B20648*C20648,2)"
Green cabbage,0.8,24.4,"=ROUND(B20649*C20649,2)"
Red onion,0.78,18.6,"=ROUND(B20650*C20650,2)"
Celery,1.19,25.2,"=ROUND(B20651*C20651,2)"
Ginger,5.13,27,"=ROUND(B20652*C20652,2)"
Orange,1.09,35.6,"=ROUND(B20653*C20653,2)"
Green peppers,1.89,25.1,"=ROUND(B20654*C20654,2)"
Green beans,2.52,1.2,"=ROUND(B20655*C20655,2)"
Beets,1.51,37.8,"=ROUND(B20656*C20656,2)"
Orange,1.09,26.6,"=ROUND(B20657*C20657,2)"
Apples,1.88,30.1,"=ROUND(B20658*C20658,2)"
Strawberries,4.4,36.9,"=ROUND(B20659*C20659,2)"
Eggplant,2.32,33,"=ROUND(B20660*C20660,2)"
Grapes,2.63,5.300000000000001,"=ROUND(B20661*C20661,2)"
Red onion,0.78,15.9,"=ROUND(B20662*C20662,2)"
Asparagus,2.49,24.5,"=ROUND(B20663*C20663,2)"
Cherries,9.5,30.2,"=ROUND(B20664*C20664,2)"
Yellow peppers,2.87,5.600000000000001,"=ROUND(B20665*C20665,2)"
Brussels sprouts,1.65,24.6,"=ROUND(B20666*C20666,2)"
Carrots,1.26,14.1,"=ROUND(B20667*C20667,2)"
Red onion,0.78,35.7,"=ROUND(B20668*C20668,2)"
Eggplant,2.32,27.9,"=ROUND(B20669*C20669,2)"
Brussels sprouts,1.65,5.600000000000001,"=ROUND(B20670*C20670,2)"
Kale,5.02,10.3,"=ROUND(B20671*C20671,2)"
Apples,1.88,18.1,"=ROUND(B20672*C20672,2)"
Bok choy,1.42,5.4,"=ROUND(B20673*C20673,2)"
Lime,1.06,8.200000000000001,"=ROUND(B20674*C20674,2)"
Grapefruit,0.76,14.7,"=ROUND(B20675*C20675,2)"
Green beans,2.52,11.4,"=ROUND(B20676*C20676,2)"
Apples,1.88,35.7,"=ROUND(B20677*C20677,2)"
Green peppers,1.89,21,"=ROUND(B20678*C20678,2)"
Grapefruit,0.76,19.5,"=ROUND(B20679*C20679,2)"
Coconuts,1.18,37.6,"=ROUND(B20680*C20680,2)"
Lettuce,1.88,14.5,"=ROUND(B20681*C20681,2)"
Lettuce,1.88,4.100000000000001,"=ROUND(B20682*C20682,2)"
Avocados,3.23,4.600000000000001,"=ROUND(B20683*C20683,2)"
Grapes,2.63,1.6,"=ROUND(B20684*C20684,2)"
Lime,1.06,16.9,"=ROUND(B20685*C20685,2)"
Ginger,5.13,14.1,"=ROUND(B20686*C20686,2)"
Tomatoes,3.16,4,"=ROUND(B20687*C20687,2)"
Cherries,9.5,5.600000000000001,"=ROUND(B20688*C20688,2)"
Green cabbage,0.8,6.5,"=ROUND(B20689*C20689,2)"
Butternut squash,1.28,26,"=ROUND(B20690*C20690,2)"
Fava beans,2.69,19.4,"=ROUND(B20691*C20691,2)"
Apricots,3.71,6.600000000000001,"=ROUND(B20692*C20692,2)"
Daikon,1.4,9.1,"=ROUND(B20693*C20693,2)"
Spinach,4.12,17,"=ROUND(B20694*C20694,2)"
Yellow peppers,2.87,17.1,"=ROUND(B20695*C20695,2)"
Cherries,9.5,18.8,"=ROUND(B20696*C20696,2)"
Coconuts,1.18,2.8,"=ROUND(B20697*C20697,2)"
Lime,1.06,20.6,"=ROUND(B20698*C20698,2)"
Lemon,1.27,36.8,"=ROUND(B20699*C20699,2)"
Spinach,4.12,2.7,"=ROUND(B20700*C20700,2)"
Apples,1.88,7.5,"=ROUND(B20701*C20701,2)"
Apricots,3.71,19.9,"=ROUND(B20702*C20702,2)"
Apricots,3.71,8.3,"=ROUND(B20703*C20703,2)"
Okra,2.26,31.1,"=ROUND(B20704*C20704,2)"
Apricots,3.71,3.1,"=ROUND(B20705*C20705,2)"
Fava beans,2.69,30.3,"=ROUND(B20706*C20706,2)"
Avocados,3.23,32.9,"=ROUND(B20707*C20707,2)"
Lettuce,1.88,7.9,"=ROUND(B20708*C20708,2)"
Lemon,1.27,33.3,"=ROUND(B20709*C20709,2)"
Avocados,3.23,3.8,"=ROUND(B20710*C20710,2)"
Grapefruit,0.76,37.9,"=ROUND(B20711*C20711,2)"
Grapes,2.63,27.2,"=ROUND(B20712*C20712,2)"
Lime,1.06,14,"=ROUND(B20713*C20713,2)"
Bananas,0.86,36.1,"=ROUND(B20714*C20714,2)"
Okra,2.26,21.8,"=ROUND(B20715*C20715,2)"
Bananas,0.86,34.4,"=ROUND(B20716*C20716,2)"
Grapefruit,0.76,39.7,"=ROUND(B20717*C20717,2)"
Corn,1.07,14.3,"=ROUND(B20718*C20718,2)"
Cucumber,1.07,32.7,"=ROUND(B20719*C20719,2)"
Okra,2.26,8.8,"=ROUND(B20720*C20720,2)"
Cucumber,1.07,9.4,"=ROUND(B20721*C20721,2)"
Beets,1.51,14.5,"=ROUND(B20722*C20722,2)"
Garlic,3.07,21.4,"=ROUND(B20723*C20723,2)"
Kale,5.02,5.5,"=ROUND(B20724*C20724,2)"
Parsnips,2.27,20.9,"=ROUND(B20725*C20725,2)"
Strawberries,4.4,3.2,"=ROUND(B20726*C20726,2)"
Carrots,1.26,18.2,"=ROUND(B20727*C20727,2)"
Cherries,9.5,14.1,"=ROUND(B20728*C20728,2)"
Lemon,1.27,34.3,"=ROUND(B20729*C20729,2)"
Garlic,3.07,2,"=ROUND(B20730*C20730,2)"
Butternut squash,1.28,25.3,"=ROUND(B20731*C20731,2)"
Avocados,3.23,5.300000000000001,"=ROUND(B20732*C20732,2)"
Red onion,0.78,23.6,"=ROUND(B20733*C20733,2)"
Potatoes,0.86,16.8,"=ROUND(B20734*C20734,2)"
Butternut squash,1.28,31.2,"=ROUND(B20735*C20735,2)"
Cherries,9.5,8,"=ROUND(B20736*C20736,2)"
Grapes,2.63,35.6,"=ROUND(B20737*C20737,2)"
Grapes,2.63,10.5,"=ROUND(B20738*C20738,2)"
Strawberries,4.4,29.9,"=ROUND(B20739*C20739,2)"
Eggplant,2.32,2.3,"=ROUND(B20740*C20740,2)"
Cucumber,1.07,27.2,"=ROUND(B20741*C20741,2)"
Bok choy,1.42,36.6,"=ROUND(B20742*C20742,2)"
Orange,1.09,4.7,"=ROUND(B20743*C20743,2)"
Okra,2.26,3.6,"=ROUND(B20744*C20744,2)"
Bananas,0.86,15.6,"=ROUND(B20745*C20745,2)"
Brussels sprouts,1.65,31.1,"=ROUND(B20746*C20746,2)"
Green cabbage,0.8,26.1,"=ROUND(B20747*C20747,2)"
Orange,1.09,39.1,"=ROUND(B20748*C20748,2)"
Celery,1.19,0.7000000000000001,"=ROUND(B20749*C20749,2)"
Brussels sprouts,1.65,39.8,"=ROUND(B20750*C20750,2)"
Bananas,0.86,1.6,"=ROUND(B20751*C20751,2)"
Garlic,3.07,35,"=ROUND(B20752*C20752,2)"
Green cabbage,0.8,40,"=ROUND(B20753*C20753,2)"
Apricots,3.71,0.6000000000000001,"=ROUND(B20754*C20754,2)"
Bananas,0.86,3.1,"=ROUND(B20755*C20755,2)"
Carrots,1.26,4.3,"=ROUND(B20756*C20756,2)"
Strawberries,4.4,5.9,"=ROUND(B20757*C20757,2)"
